order_date,product_name,product_category,quantity,gross_amount,net_amount
2026-04-25,카페라떼,coffee,23,124200,121716
2026-04-25,바닐라라떼,coffee,13,76700,75166
2026-04-25,콜드브루,coffee,12,67200,65856
2026-04-25,말차라떼,non_coffee,10,62000,60760
2026-04-25,레몬에이드,non_coffee,8,48800,47824
2026-04-25,소금빵,bakery,10,38000,37240
2026-04-25,휘낭시에,bakery,6,19200,18816
2026-04-25,크로플,bakery,5,34000,33320
2026-04-25,샌드위치,food,4,34000,33320
2026-04-26,아메리카노,coffee,35,157500,154350
2026-04-26,카페라떼,coffee,22,118800,116424
2026-04-26,바닐라라떼,coffee,12,70800,69384
2026-04-26,콜드브루,coffee,11,61600,60368
2026-04-26,말차라떼,non_coffee,10,62000,60760
2026-04-26,레몬에이드,non_coffee,7,42700,41846
2026-04-26,소금빵,bakery,10,38000,37240
2026-04-26,휘낭시에,bakery,6,19200,18816
2026-04-26,크로플,bakery,5,34000,33320
2026-04-26,샌드위치,food,4,34000,33320
2026-04-27,아메리카노,coffee,23,103500,101430
2026-04-27,카페라떼,coffee,15,81000,79380
2026-04-27,바닐라라떼,coffee,8,47200,46256
2026-04-27,콜드브루,coffee,7,39200,38416
2026-04-27,말차라떼,non_coffee,6,37200,36456
2026-04-27,레몬에이드,non_coffee,5,30500,29890
2026-04-27,소금빵,bakery,6,22800,22344
2026-04-27,휘낭시에,bakery,4,12800,12544
2026-04-27,크로플,bakery,3,20400,19992
2026-04-27,샌드위치,food,2,17000,16660
2026-04-28,아메리카노,coffee,30,135000,132300
2026-04-28,카페라떼,coffee,19,102600,100548
2026-04-28,바닐라라떼,coffee,10,59000,57820
2026-04-28,콜드브루,coffee,9,50400,49392
2026-04-28,말차라떼,non_coffee,8,49600,48608
2026-04-28,레몬에이드,non_coffee,6,36600,35868
2026-04-28,소금빵,bakery,8,30400,29792
2026-04-28,휘낭시에,bakery,5,16000,15680
2026-04-28,크로플,bakery,4,27200,26656
2026-04-28,샌드위치,food,3,25500,24990
2026-04-29,아메리카노,coffee,32,144000,141120
2026-04-29,카페라떼,coffee,20,108000,105840
2026-04-29,바닐라라떼,coffee,11,64900,63602
2026-04-29,콜드브루,coffee,10,56000,54880
2026-04-29,말차라떼,non_coffee,9,55800,54684
2026-04-29,레몬에이드,non_coffee,7,42700,41846
2026-04-29,소금빵,bakery,9,34200,33516
2026-04-29,휘낭시에,bakery,6,19200,18816
2026-04-29,크로플,bakery,4,27200,26656
2026-04-29,샌드위치,food,3,25500,24990
2026-04-30,아메리카노,coffee,30,135000,132300
2026-04-30,카페라떼,coffee,19,102600,100548
2026-04-30,바닐라라떼,coffee,10,59000,57820
2026-04-30,콜드브루,coffee,9,50400,49392
2026-04-30,말차라떼,non_coffee,8,49600,48608
2026-04-30,레몬에이드,non_coffee,6,36600,35868
2026-04-30,소금빵,bakery,8,30400,29792
2026-04-30,휘낭시에,bakery,5,16000,15680
2026-04-30,크로플,bakery,4,27200,26656
2026-04-30,샌드위치,food,3,25500,24990
2026-05-01,아메리카노,coffee,42,189000,185220
2026-05-01,카페라떼,coffee,26,140400,137592
2026-05-01,바닐라라떼,coffee,15,88500,86730
2026-05-01,콜드브루,coffee,13,72800,71344
2026-05-01,말차라떼,non_coffee,12,74400,72912
2026-05-01,레몬에이드,non_coffee,9,54900,53802
2026-05-01,소금빵,bakery,12,45600,44688
2026-05-01,휘낭시에,bakery,7,22400,21952
2026-05-01,크로플,bakery,6,40800,39984
2026-05-01,샌드위치,food,4,34000,33320
2026-05-02,아메리카노,coffee,40,180000,176400
2026-05-02,카페라떼,coffee,25,135000,132300
2026-05-02,바닐라라떼,coffee,14,82600,80948
2026-05-02,콜드브루,coffee,13,72800,71344
2026-05-02,말차라떼,non_coffee,11,68200,66836
2026-05-02,레몬에이드,non_coffee,8,48800,47824
2026-05-02,소금빵,bakery,11,41800,40964
2026-05-02,휘낭시에,bakery,7,22400,21952
2026-05-02,크로플,bakery,6,40800,39984
2026-05-02,샌드위치,food,4,34000,33320
2026-05-03,아메리카노,coffee,43,193500,189630
2026-05-03,카페라떼,coffee,26,140400,137592
2026-05-03,바닐라라떼,coffee,15,88500,86730
2026-05-03,콜드브루,coffee,13,72800,71344
2026-05-03,말차라떼,non_coffee,12,74400,72912
2026-05-03,레몬에이드,non_coffee,9,54900,53802
2026-05-03,소금빵,bakery,12,45600,44688
2026-05-03,휘낭시에,bakery,7,22400,21952
2026-05-03,크로플,bakery,6,40800,39984
2026-05-03,샌드위치,food,4,34000,33320
2026-05-04,아메리카노,coffee,25,112500,110250
2026-05-04,카페라떼,coffee,16,86400,84672
2026-05-04,바닐라라떼,coffee,9,53100,52038
2026-05-04,콜드브루,coffee,8,44800,43904
2026-05-04,말차라떼,non_coffee,7,43400,42532
2026-05-04,레몬에이드,non_coffee,5,30500,29890
2026-05-04,소금빵,bakery,7,26600,26068
2026-05-04,휘낭시에,bakery,4,12800,12544
2026-05-04,크로플,bakery,3,20400,19992
2026-05-04,샌드위치,food,3,25500,24990
2026-05-05,아메리카노,coffee,26,117000,114660
2026-05-05,카페라떼,coffee,16,86400,84672
2026-05-05,바닐라라떼,coffee,9,53100,52038
2026-05-05,콜드브루,coffee,8,44800,43904
2026-05-05,말차라떼,non_coffee,7,43400,42532
2026-05-05,레몬에이드,non_coffee,5,30500,29890
2026-05-05,소금빵,bakery,7,26600,26068
2026-05-05,휘낭시에,bakery,5,16000,15680
2026-05-05,크로플,bakery,4,27200,26656
2026-05-05,샌드위치,food,3,25500,24990
2026-05-06,아메리카노,coffee,28,126000,123480
2026-05-06,카페라떼,coffee,17,91800,89964
2026-05-06,바닐라라떼,coffee,10,59000,57820
2026-05-06,콜드브루,coffee,9,50400,49392
2026-05-06,말차라떼,non_coffee,8,49600,48608
2026-05-06,레몬에이드,non_coffee,6,36600,35868
2026-05-06,소금빵,bakery,8,30400,29792
2026-05-06,휘낭시에,bakery,5,16000,15680
2026-05-06,크로플,bakery,4,27200,26656
2026-05-06,샌드위치,food,3,25500,24990
2026-05-07,아메리카노,coffee,26,117000,114660
2026-05-07,카페라떼,coffee,16,86400,84672
2026-05-07,바닐라라떼,coffee,9,53100,52038
2026-05-07,콜드브루,coffee,8,44800,43904
2026-05-07,말차라떼,non_coffee,7,43400,42532
2026-05-07,레몬에이드,non_coffee,5,30500,29890
2026-05-07,소금빵,bakery,7,26600,26068
2026-05-07,휘낭시에,bakery,5,16000,15680
2026-05-07,크로플,bakery,4,27200,26656
2026-05-07,샌드위치,food,3,25500,24990
2026-05-08,아메리카노,coffee,37,166500,163170
2026-05-08,카페라떼,coffee,23,124200,121716
2026-05-08,바닐라라떼,coffee,13,76700,75166
2026-05-08,콜드브루,coffee,12,67200,65856
2026-05-08,말차라떼,non_coffee,10,62000,60760
2026-05-08,레몬에이드,non_coffee,8,48800,47824
2026-05-08,소금빵,bakery,10,38000,37240
2026-05-08,휘낭시에,bakery,6,19200,18816
2026-05-08,크로플,bakery,5,34000,33320
2026-05-08,샌드위치,food,4,34000,33320
2026-05-09,아메리카노,coffee,35,157500,154350
2026-05-09,카페라떼,coffee,22,118800,116424
2026-05-09,바닐라라떼,coffee,12,70800,69384
2026-05-09,콜드브루,coffee,11,61600,60368
2026-05-09,말차라떼,non_coffee,10,62000,60760
2026-05-09,레몬에이드,non_coffee,7,42700,41846
2026-05-09,소금빵,bakery,10,38000,37240
2026-05-09,휘낭시에,bakery,6,19200,18816
2026-05-09,크로플,bakery,5,34000,33320
2026-05-09,샌드위치,food,4,34000,33320
2026-05-10,아메리카노,coffee,37,166500,163170
2026-05-10,카페라떼,coffee,23,124200,121716
2026-05-10,바닐라라떼,coffee,13,76700,75166
2026-05-10,콜드브루,coffee,12,67200,65856
2026-05-10,말차라떼,non_coffee,10,62000,60760
2026-05-10,레몬에이드,non_coffee,8,48800,47824
2026-05-10,소금빵,bakery,10,38000,37240
2026-05-10,휘낭시에,bakery,6,19200,18816
2026-05-10,크로플,bakery,5,34000,33320
2026-05-10,샌드위치,food,4,34000,33320
2026-05-11,아메리카노,coffee,22,99000,97020
2026-05-11,카페라떼,coffee,14,75600,74088
2026-05-11,바닐라라떼,coffee,8,47200,46256
2026-05-11,콜드브루,coffee,7,39200,38416
2026-05-11,말차라떼,non_coffee,6,37200,36456
2026-05-11,레몬에이드,non_coffee,5,30500,29890
2026-05-11,소금빵,bakery,6,22800,22344
2026-05-11,휘낭시에,bakery,4,12800,12544
2026-05-11,크로플,bakery,3,20400,19992
2026-05-11,샌드위치,food,2,17000,16660
2026-05-12,아메리카노,coffee,29,130500,127890
2026-05-12,카페라떼,coffee,18,97200,95256
2026-05-12,바닐라라떼,coffee,10,59000,57820
2026-05-12,콜드브루,coffee,9,50400,49392
2026-05-12,말차라떼,non_coffee,8,49600,48608
2026-05-12,레몬에이드,non_coffee,6,36600,35868
2026-05-12,소금빵,bakery,8,30400,29792
2026-05-12,휘낭시에,bakery,5,16000,15680
2026-05-12,크로플,bakery,4,27200,26656
2026-05-12,샌드위치,food,3,25500,24990
2026-05-13,아메리카노,coffee,27,121500,119070
2026-05-13,카페라떼,coffee,17,91800,89964
2026-05-13,바닐라라떼,coffee,9,53100,52038
2026-05-13,콜드브루,coffee,8,44800,43904
2026-05-13,말차라떼,non_coffee,8,49600,48608
2026-05-13,레몬에이드,non_coffee,6,36600,35868
2026-05-13,소금빵,bakery,8,30400,29792
2026-05-13,휘낭시에,bakery,5,16000,15680
2026-05-13,크로플,bakery,4,27200,26656
2026-05-13,샌드위치,food,3,25500,24990
2026-05-14,아메리카노,coffee,29,130500,127890
2026-05-14,카페라떼,coffee,18,97200,95256
2026-05-14,바닐라라떼,coffee,10,59000,57820
2026-05-14,콜드브루,coffee,9,50400,49392
2026-05-14,말차라떼,non_coffee,8,49600,48608
2026-05-14,레몬에이드,non_coffee,6,36600,35868
2026-05-14,소금빵,bakery,8,30400,29792
2026-05-14,휘낭시에,bakery,5,16000,15680
2026-05-14,크로플,bakery,4,27200,26656
2026-05-14,샌드위치,food,3,25500,24990
